Heading,Spec Heading,Check Item,Features,Selected Item,GCMNA Point Person,Update Status,History,Places to reduce from 38 Meter,Builder  ID Number,Location,Category,Electrical,Unit Measurement (Feet),Preferred MFG,Model,Hyperlink,Source,Weight Per Unit (LBS),Quantity,Weight Total (LBS),% of Parent Weight,LCG,TCG,VCG,Longitudinal Moment,Transverse Moment (Port is Neg.),Vertical Moment,Material / Color,Size
Electrical,"Electrical System, Bilge Forward",,"Bilge Utility Light Assembly (Light Shim 740.011-40, Light Fixture 236486)",TRUE,Matt,Updated,WP 3800,Sideways,"740.011-40, 236486",Bilge Forward,Lighting,N/A,Each,,,,Guess,8,4,32,40.66%,37.5,0.5,4.5,1200,16,144,,
Electrical,"Electrical System, Bilge Forward",,"3-Way Utility Switch, Single Utility Box, Switch Cover Plate",TRUE,Matt,Updated,WP 3800,Sideways,"22161, 22161,218869",Bilge Forward,Switches,N/A,Each,TBD,TBD,,Guess,4,2,8,10.17%,37.5,0.78,4.5,300,6,36,,
Electrical,"Electrical System, Bilge Forward",,"Switch, Ultra, Only Normally Open",TRUE,Matt,Updated,WP 3800,Sideways,202432,Bilge Forward,Switches,TBD,Each,Ultra,TBD,,Guess,3,1,3,3.81%,37.5,0.35,4.5,113,1,14,,
Electrical,"Electrical System, Bilge Forward",,"Copper Ground Bar, 10 Position",TRUE,Matt,Updated,WP 3800,Sideways,72267,Bilge Forward,Electrical Fittings,,Each,TBD,#M-449,,Guess,2,1,2,2.54%,37.5,-4.58,4.5,75,-9,9,,
Electrical,"Electrical System, Bilge Forward",,"Vessel Monitoring, Remote Base Group, Assembly 1",TRUE,Matt,Updated,WP 3800,Sideways,101482-01,Bilge Forward,Monitoring,,Each,,,,Guess,30,1,30,38.12%,37.5,-3.29,4.5,1125,-99,135,,
Electrical,"Electrical System, Bilge Forward",,"compass Sensor N2K Rate, RC42N",TRUE,Matt,Updated,WP 3800,Sideways,236166,Bilge Forward,Sensors,,Each,,,,Manufacturer,2,1,2,2.54%,37.5,-1.54,4.5,75,-3,9,,
Electrical,"Electrical System, Bilge Forward",,Compass,TRUE,Matt,Updated,WP 3800,Sideways,214754,Bilge Forward,Nav / Comm Equipment,,Each,Maretron,SSC300-01,,Manufacturer,0.5,1,0.5,0.64%,37.5,1.54,4.5,19,1,2,,
Electrical,"Electrical System, Bilge Forward",,"Relay Base, Smoke Detector, SPST, With ABS Approval Certification",TRUE,Matt,Updated,WP 3800,Sideways,235741,Bilge Forward,Safety,,Each,,,,Guess,1,1,1,1.27%,37.5,-1.25,4.5,38,-1,5,,
Electrical,"Electrical System, Bilge Forward",,"Optical Smoke Detector, with ABS Type Approval Certifications",TRUE,Matt,Updated,WP 3800,Sideways,235740,Bilge Forward,Safety,24vdc,Each,Optical,TBD,,Manufacturer,0.2,1,0.2,0.25%,37.5,-1.25,4.5,8,0,1,,
Electrical,"Electrical System, Bilge Forward",,"Matrix AP, Open Panel",FALSE,Matt,Updated,WP 3800,Sideways,102538-01,Bilge Forward,TBD,TBD,Each,,,,Manufacturer,145,1,,,37.5,0,4.5,,,,,
Electrical,"Electrical System, Bilge Forward",,"Reactor, 3 Phase",FALSE,Matt,Updated,WP 3800,Sideways,102539-01,Bilge Forward,TBD,,Each,,,,Manufacturer,37,1,,,32.1,1.58,4.5,,,,,
Electrical,"Electrical System, Bilge Forward",,"AC Contactor, Line ISO, 3 PH, 690V AC1, 300A@55C, W/XFMR",FALSE,Matt,Updated,WP 3800,Sideways,102033-01,Bilge Forward,Electrical Fittings,,Each,,,,Guess,65,1,,,32.1,1.58,4.5,,,,,
Electrical,"Electrical System, Bilge Forward",,"Enclosure, 480vac, Distribution",FALSE,Matt,Updated,WP 3800,Sideways,102964-01,Bilge Forward,Electrical Panels,,Each,,,,Guess,40,1,,,32.1,1.58,4.5,,,,,
Electrical,"Electrical System, Bilge Forward",,"Bracket, Line Reactor",FALSE,Matt,Updated,WP 3800,Sideways,103117-01,Bilge Forward,TBD,,Each,,,,Solidworks,3.5,1,,,32.1,1.58,4.5,,,,,
Electrical,"Electrical System, Bilge Mid",,"Bilge Utility Light Assembly (Light Shim 740.011-40, Light Fixture 236486)",TRUE,Matt,Updated,WP 3800,Sideways,"740.011-40, 236486",Bilge Amidships,TBD,,Each,,,,Guess,8,8,64,66.67%,62.8,0,5.5,4019,0,352,,
Electrical,"Electrical System, Bilge Mid",,"3-Way Utility Switch, Single Utility Box, Switch Cover Plate",TRUE,Matt,Updated,WP 3800,Sideways,"22161, 22161,218869",Bilge Amidships,TBD,,Each,TBD,TBD,,Guess,4,3,12,12.50%,62.8,-1.36,5.5,754,-16,66,,
Electrical,"Electrical System, Bilge Mid",,"Miscellaneous Electrical System Components (Switches, J-Boxes, Etc.)",TRUE,Matt,Updated,WP 3800,Sideways,NA,Bilge Amidships,Electrical Fittings,,Each,,,,Guess,20,1,20,20.83%,62.8,1.42,5.5,1256,28,110,,
Electrical,"Electrical System, Engineroom",,Miscellaneous Electrical System Switches and Brackets,TRUE,Matt,Updated,WP 3800,Sideways,NA,Engineroom,TBD,N/A,Each,,,,Guess,10,1,10,2.22%,92.47,0.24,4.42,925,2,44,,
Electrical,"Electrical System, Engineroom",TRUE,"Cables, DDEC, 110ft",TRUE,Matt,Updated,New,Sideways,23035-01,Engineroom,Wiring / Cables,TBD,Each,,,,Guess,2,110,220,48.89%,85,0,5,18700,0,1100,,
Electrical,"Electrical System, Engineroom",,LOP (Local Operator Panel) 14-01,TRUE,Matt,Updated,WP 3800,Sideways,235445,Engineroom,Monitoring,TBD,Each,TBD,TBD,,Guess,30,1,30,6.67%,83,-2.83,11.07,2490,-85,332,,
Electrical,"Electrical System, Engineroom",,LOP (Local Operator Panel) 14-01,TRUE,Matt,Updated,WP 3800,Sideways,235445,Engineroom,Monitoring,TBD,Each,TBD,TBD,,Guess,30,1,30,6.67%,84,2.83,11.07,2520,85,332,,
Electrical,"Electrical System, Engineroom",,MT Box,TRUE,Matt,Updated,WP 3800,Sideways,100225 MT BOX,Engineroom,TBD,,Each,,,,Guess,100,1,100,22.22%,84.5,-7.01,10.51,8450,-701,1051,,
Electrical,"Electrical System, Engineroom",,"Assembly, Motor Control Center",TRUE,Matt,Updated,WP 3800,Sideways,103989-01,Engineroom,Controls,TBD,Each,Nautical Structures,,,Guess,40,1,40,8.89%,96.47,-3.92,9.73,3859,-157,389,,
Electrical,"Electrical System, Engineroom",,"Engineroom Display Enclosure, Fuel Meter & Vessel Monitoring",TRUE,Matt,Updated,WP 3800,Sideways,501034-02,Engineroom,Monitoring,,Each,,,,Guess,20,1,20,4.44%,83.78,0.22,12.09,1676,4,242,,
Electrical,"Electrical System, Bilge Aft",,"Switch, Ultra, Only Normally Open",TRUE,Matt,Updated,WP 3800,Sideways,202432,Bilge Aft,TBD,,Each,Ultra,TBD,,Guess,3,1,3,13.04%,97.77,0.38,2.5,293,1,8,,
Electrical,"Electrical System, Bilge Aft",,"Transit, Slot Shaped, 4.00"" X 8.75""",TRUE,Matt,Updated,New,Sideways,140461,Bilge Aft,TBD,,Each,,,,Guess,5,1,5,21.74%,97.44,9.65,4.5,487,48,23,,
Electrical,"Electrical System, Bilge Aft",,"Transit, Slot Shaped, 4.00"" X 8.75""",TRUE,Matt,Updated,New,Sideways,140461,Bilge Aft,TBD,,Each,,,,Guess,5,1,5,21.74%,97.44,7.54,4.5,487,38,23,,
Electrical,"Electrical System, Bilge Aft",,"Miscellaneous Electrical System Fittings (Switches, Lights etc.)",TRUE,Matt,Updated,WP 3800,Sideways,NA,Bilge Aft,Electrical Fittings,,Each,,,,Guess,10,1,10,43.48%,101.61,9.03,4.5,1016,90,45,,
Electrical,"Electrical System, Lazarette",,Miscellaneous Electrical System (Switches & Wires),TRUE,Matt,Updated,WP 3800,Sideways,NA,Lazarette,Electrical Fittings,,Each,,,,Guess,25,1,25,67.57%,106.77,0.15,4.5,2669,4,113,,
Electrical,"Electrical System, Lazarette",,Hawse Cap,TRUE,Matt,Updated,WP 3800,Sideways,2413(HAWSE CAP),Lazarette,TBD,,Each,,,,Guess,5,2,10,27.03%,112.35,10.54,11,1124,105,110,,
Electrical,"Electrical System, Lazarette",,L-Bracket,TRUE,Matt,Updated,WP 3800,Sideways,2413(BRACKET),Lazarette,TBD,N/A,Each,,,,Guess,1,2,2,5.41%,112.35,10.54,11,225,21,22,,
Electrical Panel Arrangement,AC Switchboard(s),,"Assembly, Motor Control Center",TRUE,Chris,Updated,WP 3800,Sideways,103989-01,Control Room,Electrical Panels,"208vac, 3ph",Each,,,,Guess,45,1,45,5.08%,102.3,5.3,11,4604,239,495,,
Electrical Panel Arrangement,AC Switchboard(s),,"Electrical Sub-Panel, 3 Phase. 2 Stack, 208VAC",TRUE,Chris,Updated,WP 3800,Sideways,100682-01,Attic,Electrical Panels,"208vac, 3ph",Each,,,,Guess,140,1,140,15.82%,63.5,1.5,23,8890,210,3220,,
Electrical Panel Arrangement,AC Switchboard(s),,"Sub Panel Two Stack, Horizontal, 208VAC, 3 Phase - Galley",TRUE,Chris,Updated,WP 3800,Sideways,100682-01,Electronics Room,Electrical Panels,"208vac, 3ph",Each,,,,Guess,140,1,140,15.82%,50,1,17,7000,140,2380,,
Electrical Panel Arrangement,AC Switchboard(s),,"Sub Panel Two Stack, Horizontal, 208VAC, 3PH",TRUE,Chris,Updated,WP 3800,Sideways,100682-01,Equipment Room,Electrical Panels,"208vac, 3ph",Each,,,,Guess,140,1,140,15.82%,98,-7.3,11,13720,-1022,1540,,
Electrical Panel Arrangement,AC Switchboard(s),,"Sub Panel, Two Stack, 240VAC 1PH, and 208VAC 3PH",TRUE,Chris,Updated,WP 3800,Sideways,104302-01,"Guest Foyer, Lower Deck",Electrical Panels,208 vac,Each,,,,Guess,140,1,140,15.82%,65.5,2,10,9170,280,1400,,
Electrical Panel Arrangement,AC Switchboard(s),,"Sub Panel, Two Stack, Vertical, 208VAC, 3PH",TRUE,Chris,Updated,WP 3800,Sideways,100365-01,Crew Mess,Electrical Panels,"208vac, 3ph",Each,,,,Guess,140,1,140,15.82%,43.7,-4.6,11,6118,-644,1540,,
Electrical Panel Arrangement,AC Switchboard(s),,"Sub Panel, 208 VAC, 3 PH, 42 Space",TRUE,Chris,Updated,WP 3800,Sideways,100521-01,Control Room,Electrical Panels,"208vac, 3ph",Each,Siemens,P1 - 42 circuit,https://www.downloads.siemens.com/download-center/Download.aspx?pos=download&fct=getasset&id1=BTLV_41311,Manufacturer,140,1,140,15.82%,97.7,6.6,11,13678,924,1540,,
Electrical Panel Arrangement,DC Switchboard(s),,Main Switchboard,TRUE,Chris,Updated,,,,Control Room,Electrical Panels,24vdc,Each,,,,Estimate,150,1,150,60.00%,104,5.3,11,15600,795,1650,,
Electrical Panel Arrangement,DC Switchboard(s),,Pilothouse DC Panel,TRUE,Chris,Updated,,,,Pilothouse,Electrical Panels,24vdc,Each,,,,Estimate,100,1,100,40.00%,49.5,2,22,4950,200,2200,,
Cable & Cable Trays,"Cables, Cable Trays Features & Components",,AC Wiring for Whole Boat,TRUE,Matt,Updated,,,Acwire,,Wiring / Cables,,Each,,,,Guess,5000,1,5000,68.97%,65,0,14,325000,0,70000,,
Cable & Cable Trays,"Cables, Cable Trays Features & Components",,DC Wiring for Whole Boat,TRUE,Matt,Updated,,,Dcwire,,Wiring / Cables,,Each,,,,Guess,2250,1,2250,31.03%,75,0,10,168750,0,22500,,
AC Systems,Main Generators,,"Generator, 65 KW, 120/208 V .8PH, 3 PH, 1800 RPM (PORT)",TRUE,Matt,Updated,New,Down,Need New,Engineroom,Mechanical Equipment,,Each,,,,Manufacturer,2594,1,2594,41.60%,88.75,-8.75,8.82,230218,-22698,22874,,
AC Systems,Main Generators,,"Generator, 65 KW, 120/208 V .8PH, 3 PH, 1800 RPM (STBD)",TRUE,Matt,Updated,New,Down,Need New,Engineroom,Mechanical Equipment,,Each,,,,Manufacturer,2594,1,2594,41.60%,88.75,8.75,8.82,230218,22698,22874,,
AC Systems,Main Generators,,"Foundation, Generator Mount",TRUE,Matt,Updated,New,Sideways,Need New,Engineroom,Foundations,,Each,Westport Shipyards,,,Solidworks,15,4,60,0.96%,88.75,0,6.67,5325,0,400,,
AC Systems,Shore Supply #1,,Shore Cord Retracter #1,TRUE,Matt,Updated,WP 3800,Sideways,2413,Lazarette,TBD,24vdc,Each,Glenndinning,Cablemaster CM-8,,Manufacturer,40,1,40,23.70%,109.73,10.75,11.23,4389,430,449,,
AC Systems,Shore Supply #1,,Shore Cord Bucket #1,TRUE,Matt,Updated,WP 3800,Sideways,100232-GLEN DINNING BUCKET,Lazarette,TBD,,Each,Glenndinning,100232,,Guess,20,1,20,11.85%,109,9.58,6.16,2180,192,123,,"26"" dia. x 30"" h"
AC Systems,Shore Supply #1,,Shore Power Cord #1 4 cond 35mm2,TRUE,Matt,Updated,WP 3800,Sideways,221940,Lazarette,TBD,,LF,Glenndinning,PPE-2-4,,Guess,1.29,75,96.8,57.33%,109,9.58,6.29,10546,927,609,,
AC Systems,Shore Supply #1,,Shore Cord Hawse Plug #1,TRUE,Matt,Updated,WP 3800,Sideways,2413(HAWSE PLUG),Lazarette,TBD,,Each,Glenndinning,CM-8,,Guess,12,1,12,7.11%,110,10.54,11.26,1320,127,135,,
AC Systems,Shore Supply #2,,Shore Cord Retracter #2,TRUE,Matt,Updated,WP 3800,Sideways,2413,Lazarette,TBD,24vdc,Each,Glenndinning,Cablemaster CM-8,,Manufacturer,40,1,40,23.70%,109.73,10.25,10.37,4389,410,415,,
AC Systems,Shore Supply #2,,Shore Cord Bucket #2,TRUE,Matt,Updated,WP 3800,Sideways,100232-GLEN DINNING BUCKET,Lazarette,TBD,,Each,Glenndinning,100232,,Guess,20,1,20,11.85%,109,8.42,6.16,2180,168,123,,
AC Systems,Shore Supply #2,,Shore Power Cord #2 4 cond 35mm2,TRUE,Matt,Updated,WP 3800,Sideways,221940,Lazarette,TBD,,Each,Glenndinning,PPE-2-4,,Guess,1.29,75,96.8,57.33%,109,8.42,6.29,10546,814,609,,
AC Systems,Shore Supply #2,,Shore Cord Hawse Plug #2,TRUE,Matt,Updated,WP 3800,Sideways,2413(HAWSE PLUG),Lazarette,TBD,,Each,Glenndinning,CM-8,,Guess,12,1,12,7.11%,110,10.25,11.26,1320,123,135,,
AC Systems,Shore Supply #2,,Shore Power Breaker & Selector Switch Box and enclosure,TRUE,Chris,Updated,WP 3800,Sideways,500022-01,Control Room,Switches,TBD,Each,,,,Guess,50,1,50,0.52%,104.5,7.5,9.1,5225,375,455,,
AC Systems,AC Distribution,,"Transformer, 75 KVA, 3 PH, 208V Delta Input - 480Y/277V Output - Shore Power Converter Providing Power",FALSE,Chris,Updated,WP 3800,Sideways,,Control Room,Transformers,"208vac, 3ph",Each,Hammond Power Solutions,SG3A0075BK0C,https://www.hammondpowersolutions.com/files/DOE-LV-Catalog.pdf,Manufacturer,590,1,,,99,10,6.8,,,,,
DC Systems,Main Engine Start and Control Batteries & Box,,Battery Box,TRUE,Chris,Updated,WP 3800,Sideways,28440,Engineroom,Batteries,,Each,Todd,"8D, 91-2339",,Guess,12,2,24,3.66%,85,0,4,2040,0,96,,
DC Systems,Main Engine Start and Control Batteries & Box,,Battery,TRUE,Chris,Updated,WP 3800,Sideways,209210,Engineroom,Batteries,12 vdc,Each,Deka,8A8D/T975,http://www.hespv.ca/hesproductspecs/Deka/HES-DEKA-AGM_R1.pdf,Manufacturer,158,2,316,48.17%,85,-10,4,26860,-3160,1264,,
DC Systems,Main Engine Start and Control Batteries & Box,,Battery,TRUE,Chris,Updated,WP 3800,Sideways,209210,Engineroom,Batteries,12 vdc,Each,Deka,8A8D/T975,http://www.hespv.ca/hesproductspecs/Deka/HES-DEKA-AGM_R1.pdf,Manufacturer,158,2,316,48.17%,85,10,4,26860,3160,1264,,
DC Systems,Generator Start and Control Batteries,,Battery Box,TRUE,Chris,Updated,WP 3800,Sideways,,Engineroom,Batteries,,Each,Todd,,,Guess,8,2,16,10.39%,85,0,5,1360,0,80,,
DC Systems,Generator Start and Control Batteries,,"Battery GP 31, Starboard Generator Start & Control",TRUE,Chris,Updated,WP 3800,Sideways,,Engineroom,Batteries,12 vdc,Each,Deka,8A31DT,http://www.hespv.ca/hesproductspecs/Deka/HES-DEKA-AGM_R1.pdf,Manufacturer,69,1,69,44.81%,85,10,5,5865,690,345,,
DC Systems,Generator Start and Control Batteries,,"Battery GP 31, Port Generator Start & Control",TRUE,Chris,Updated,WP 3800,Sideways,,Engineroom,Batteries,12 vdc,Each,Deka,8A31DT,http://www.hespv.ca/hesproductspecs/Deka/HES-DEKA-AGM_R1.pdf,Manufacturer,69,1,69,44.81%,85,-10,5,5865,-690,345,,
DC Systems,Ship’s Service (House) Batteries,,Battery 8D,TRUE,Chris,Updated,WP 3800,Sideways,209210,Bilge Aft,Batteries,12 vdc,Each,Deka,8A8DT975,http://www.hespv.ca/hesproductspecs/Deka/HES-DEKA-AGM_R1.pdf,Manufacturer,158,2,316,96.34%,102,7.5,5,32232,2370,1580,,
DC Systems,Ship’s Service (House) Batteries,,"Battery Box, House Batteries",TRUE,Chris,Updated,WP 3800,Sideways,28440,Bilge Aft,Batteries,,Each,Todd,91-2339,,Guess,12,1,12,3.66%,102,7.5,5,1224,90,60,,
DC Systems,Battery Chargers,,Battery Charger - Gensets,TRUE,Matt,Updated,WP 3800,Sideways,213164,Engineroom,Inverters / Chargers,24vdc,Each,Newmar,PT-24-20W,,Manufacturer,6,1,6,13.19%,96.6,-3.44,11.9,580,-21,71,,
DC Systems,Battery Chargers,,Battery Charger - Main Engine,TRUE,Matt,Updated,WP 3800,Sideways,201522,Engineroom,Inverters / Chargers,24vdc,Each,Newmar,PT24-45U,,Manufacturer,15,1,15,32.97%,96.57,-4.41,11.83,1449,-66,177,,
DC Systems,Battery Chargers,,Battery Charger - House Batteries,TRUE,Chris,Updated,WP 3800,Sideways,213163,Control Room,Inverters / Chargers,24vdc,EA,Newmar,PT-24-95U,https://www.imarineusa.com/NewmarPT-24-95U.aspx,Manufacturer,24.5,1,24.5,53.85%,104,7.5,10.5,2548,184,257,,
DC Systems,Battery Chargers,,UPS,TRUE,Chris,Updated,WP 3800,Sideways,109739-01,Control Room,UPS,240vac 1ph,EA,Tripp-Lite,SU10KRT3U,https://www.tripplite.com/smartonline-208-240-120v-10kva-9kw-double-conversion-ups-9u-rack-tower-extended-run-snmpwebcard-option-usb-db9-serial-bypass-switch-hardwire~SU10KRT3U,Manufacturer,469,1,469,22.63%,64,-5,12.5,30016,-2345,5863,,
DC Systems,Attic Electrical System- Engine Room Air Ventilation,,"System, Ventilation, Automatic P/T4",TRUE,Chris,Updated,WP 3800,Sideways,203082,Attic,TBD,"208vac, 3ph",Each,,,,Guess,50,1,50,11.90%,72.73,6.5,22,3637,325,1100,,
DC Systems,Attic Electrical System- Engine Room Air Ventilation,,"Line Reactor, 15-20 HP 208/230V 3 Phase",TRUE,Chris,Updated,WP 3800,Sideways,216703,Attic,TBD,"208vac, 3ph",Each,,,,Guess,120,1,120,28.57%,72.73,6.5,22,8728,780,2640,,
DC Systems,Attic Electrical System- Engine Room Air Ventilation,,"Speed Drive, Intake Fan Adjustable 15 HP",TRUE,Chris,Updated,WP 3800,Sideways,217008,Attic,Fans,"208vac, 3ph",Each,TBD,TBD,,Guess,70,1,70,16.67%,72.73,6.5,22,5091,455,1540,,
DC Systems,Attic Electrical System- Engine Room Air Ventilation,,"Drive, Adjustable Speed 5HP 200-240V",TRUE,Chris,Updated,WP 3800,Sideways,22189,Attic,TBD,"208vac, 3ph",Each,,,,Guess,50,1,50,11.90%,72.73,6.5,22,3637,325,1100,,
DC Systems,Attic Electrical System- Engine Room Air Ventilation,,Line Reactor,TRUE,Chris,Updated,WP 3800,Sideways,217021,Attic,TBD,"208vac, 3ph",Each,,,,Guess,80,1,80,19.05%,72.73,6.5,22,5818,520,1760,,
DC Systems,Attic Electrical System- Engine Room Air Ventilation,,Electro Box 380nn X280mm X 130mm,TRUE,Chris,Updated,WP 3800,Sideways,STAINLESS DOWN UNDER 40 METER…,Attic,TBD,"208vac, 3ph",Each,,,,Guess,25,2,50,11.90%,72.73,6.5,22,3637,325,1100,,
Lightning Protection,Lightning Protection Features & Components,,"Lightning Antenna, 25ft",TRUE,Chris,Updated,,,215453,,Lightning Protection,,Each,TBD,TBD,,Guess,10,1,10,100.00%,70,-5,42.5,700,-50,425,,
Interior Lighting & Switching,Interior Lighting & Switching Features and Components,TRUE,Lighting Module - Main Deck,TRUE,Chris,Updated,WP 3800,Sideways,100199 LIGHTING MODULE,Electronics Room,Lighting Control,,Each,Westport Shipyard,,,Guess,30,1,30,20.00%,50.3,-0.7,16.5,1509,-21,495,,
Interior Lighting & Switching,Interior Lighting & Switching Features and Components,TRUE,Lighting Module - Lower Deck,TRUE,Chris,Updated,WP 3800,Sideways,100232 LIGHTING MODULE,Equipment Room,Lighting Control,,Each,Westport Shipyard,,,Guess,60,1,60,40.00%,98.35,-11.5,11,5901,-690,660,,
Interior Lighting & Switching,Interior Lighting & Switching Features and Components,TRUE,Lighting Module - Upper Decks,TRUE,Chris,Updated,WP 3800,Sideways,100253 LIGHTING MODULE,Attic,Lighting Control,,Each,Westport Shipyard,,,Guess,60,1,60,40.00%,73,-1.4,22.1,4380,-84,1326,,
Exterior Lighting & Switching,Exterior Headliner Lighting,,"Flybridge Deck Lights, lighting panel and Switches",TRUE,Chris,Updated,,,,Flybridge,Lighting,24vdc,Allowance,Hella Marine,EuroLED,http://www.hellamarine.com/en/products/interior-exterior-lamps/euroled-150/white-recessed-euroled.html,Estimate,50,1,50,38.46%,70,0,31,3500,0,1550,,
Exterior Lighting & Switching,Exterior Headliner Lighting,,"Main Deck Lights, lighting panel and Switches",TRUE,Chris,Updated,,,,Main Deck,Lighting,24vdc,Allowance,Hella Marine,EuroLED,http://www.hellamarine.com/en/products/interior-exterior-lamps/euroled-150/white-recessed-euroled.html,Estimate,80,1,80,61.54%,86,0,19.5,6880,0,1560,,
Exterior Lighting & Switching,Search Lights,,"Searchlight, 200 Watt",TRUE,Chris,Updated,WP 3800,Sideways,,Mast / Hardtop,Lighting,115-120  vac,Each,TBD,TBD,,Manufacturer,50,1,50,100.00%,56.7,0,31.5,2835,0,1575,,
Underwater Lighting,Underwater Light Fixture(s),TRUE,"Underwater Light, LED, 80watt",TRUE,Brian,Updated,WP 3800,Sideways,235578,Lazarette,Lighting,80 Watt,Each,,,,Guess,8,1,8,25.00%,114.14,-10,5.06,913,-80,40,White,
Underwater Lighting,Underwater Light Fixture(s),TRUE,"Underwater Light, LED, 80watt",TRUE,Brian,Updated,WP 3800,Sideways,235578,Lazarette,Lighting,80 Watt,Each,,,,Guess,8,1,8,25.00%,115.24,-3.31,5.06,922,-26,40,White,
Underwater Lighting,Underwater Light Fixture(s),TRUE,"Underwater Light, LED, 80watt",TRUE,Brian,Updated,WP 3800,Sideways,235578,Lazarette,Lighting,80 Watt,Each,,,,Guess,8,1,8,25.00%,115.24,3.31,5.06,922,26,40,White,
Underwater Lighting,Underwater Light Fixture(s),TRUE,"Underwater Light, LED, 80watt",TRUE,Brian,Updated,WP 3800,Sideways,235578,Lazarette,Lighting,80 Watt,Each,,,,Guess,8,1,8,25.00%,114.14,10,5.06,913,80,40,White,
Navigation Lighting,Navigation Lighting Features & Components,,Sternlight (LED),TRUE,Chris,Updated,WP 3800,Sideways,,Boat Deck,Lighting,24vdc,Each,Hella Marine,NaviLED Pro Stern 2nm,http://www.hellamarine.com/en/products/navigation-lamps/stern/2-nm-naviled-pro-stern-led-navigation-lamp.html,Manufacturer,0.55,1,0.6,4.04%,105,0,21,58,0,12,,
Navigation Lighting,Navigation Lighting Features & Components,,Port Navigation Light (LED),TRUE,Chris,Updated,WP 3800,Sideways,,Mast / Hardtop,Lighting,24vdc,Each,Hella Marine,NaviLED 2nm,,Manufacturer,0.13,1,0.1,0.95%,71,-7,34,9,-1,4,,
Navigation Lighting,Navigation Lighting Features & Components,,Starboard Navigation Light (LED),TRUE,Chris,Updated,WP 3800,Sideways,,Mast / Hardtop,Lighting,24vdc,Each,Hella Marine,NaviLED 2nm,,Manufacturer,0.13,1,0.1,0.95%,71,7,34,9,1,4,,
Navigation Lighting,Navigation Lighting Features & Components,,Masthead Navigation Light,TRUE,Chris,Updated,WP 3800,Sideways,,Mast / Hardtop,Lighting,24vdc,Each,Hella Marine,NaviLED Pro Masthead 5nm,http://www.hellamarine.com/en/products/navigation-lamps/masthead/5-nm-bsh-naviled-pro-masthead-navigation-lamp.html,Manufacturer,0.33,1,0.3,2.42%,72,0,39,24,0,13,Black,
Navigation Lighting,Navigation Lighting Features & Components,,Flood Light,TRUE,Chris,Updated,,,,Mast / Hardtop,Exterior Hardware,24vdc,Each,Hella Marine,AS3 Flood Light,http://www.perko.com/catalog/deck_hardware/317/snap_type_fender_hook/,Manufacturer,5.75,2,11.5,84.37%,72,0,35,828,0,403,Chrome,
Communication Equipment,Communication Equipment Features & Components Specification,,V-Sat Terminal Antenna,TRUE,Chris,Updated,WP 3800,Sideways,,Mast / Hardtop,Nav / Comm Equipment,,Each,KVH,V-7,https://www.kvh.com/Commercial-and-OEM/Maritime-Systems/Communications/mini-VSAT-Broadband/TracPhone-V7IP-with-ICM.aspx,Manufacturer,57.6,1,57.6,39.53%,71.5,2,36.5,4118,115,2102,,
Communication Equipment,Communication Equipment Features & Components Specification,,V-Sat Communication Modem,TRUE,Chris,Updated,WP 3800,Sideways,,Electronics Room,Nav / Comm Equipment,,Each,KVH,V-7 ICM,https://www.kvh.com/Commercial-and-OEM/Maritime-Systems/Communications/mini-VSAT-Broadband/TracPhone-V7IP-with-ICM.aspx,Manufacturer,11.25,1,11.3,7.72%,54.5,0,17,613,0,191,,
Communication Equipment,Communication Equipment Features & Components Specification,,Satellite TV system,TRUE,Chris,Updated,WP 3800,Sideways,,Mast / Hardtop,Nav / Comm Equipment,,Each,KVH,HD-7,https://www.kvh.com/Leisure/Marine-Systems/Television.aspx,Manufacturer,61,1,61,41.87%,71.5,-2,36.5,4362,-122,2227,,
Communication Equipment,Communication Equipment Features & Components Specification,,Inmarsat,TRUE,Chris,Updated,WP 3800,Sideways,,Mast / Hardtop,Nav / Comm Equipment,,Each,Inmarsat,FB 150,https://www.kvh.com/Commercial-and-OEM/Maritime-Systems/Communications.aspx,Manufacturer,11,1,11,7.55%,70.5,0,36.5,776,0,402,,
Communication Equipment,Communication Equipment Features & Components Specification,,Television Antenna,TRUE,Chris,Updated,WP 3800,Sideways,214895,Mast / Hardtop,Nav / Comm Equipment,,Each,Glomes,V9112,,Manufacturer,4.85,1,4.9,3.33%,62.5,0,31.5,303,0,153,,
Navigation Equipment,Navigation Equipment Features & Components Specification,,Primary GPS,TRUE,Chris,Updated,WP 3800,Sideways,TBD?,Mast / Hardtop,Nav / Comm Equipment,,Each,Furuno,GP-320B,,Manufacturer,1.76,1,1.8,7.89%,64.5,-7,32,114,-12,56,,
Navigation Equipment,Navigation Equipment Features & Components Specification,,Secondary GPS,TRUE,Chris,Updated,WP 3800,Sideways,TBD?,Mast / Hardtop,Nav / Comm Equipment,,Each,Furuno,GP-320B,,Manufacturer,1.76,1,1.8,7.89%,64.5,7,32,114,12,56,,
Navigation Equipment,Navigation Equipment Features & Components Specification,,Infrared Camera #1,TRUE,Chris,Updated,WP 3800,Sideways,901839 - tbc,Mast / Hardtop,Nav / Comm Equipment,,Each,FLIR,M-324CS,,Manufacturer,9,1,9,40.32%,55.5,-1,31.5,500,-9,284,,
