Heading,Spec_Heading,Features,Model,Hyperlink,Source,Weight,Quantity,Material_And_Color,Size
Fuel System,Fuel Tank #1,"Level Indicator, SS Buna N Float (Length to be determined)",W137139,https://www.gemssensors.com/~/media/files/resources/na_english/catalogpages/catalog-c_xm-xt-800_alloys.pdf,Manufacturer,7.1,1,,"33"""
Fuel System,Fuel Tank #1,"Transducer, Pressure 100 IN 4-20MA",PTD25-20-0100WCH,https://cdn.automationdirect.com/static/specs/prosensetransmitters.pdf,Manufacturer,0.48,1,TBD,
Fuel System,Fuel Tank #2,Fuel Tank #2 Structure,Custom,,Estimate,1100,1,,
Fuel System,Fuel Tank #2,"1-1/4"" npt Ball Valve, Stainless Steel, FEM, 3-Piece",302F-B6666-RTTT-2S,http://www.ballvalve.com/pdf/302F%20201706V3.7.pdf,Manufacter,3.9,1,SS,"1-1/4"""
Fuel System,Fuel Tank #2,"1/2"" Ball Valve, Full Port, with SS Lever",77-103-10,https://www.amronintl.com/1-2-in-ss-lever-and-nut.html,Manufacturer,0.69,1,Bronze,"1/2"""
Fuel System,Fuel Tank #2,"Level Indicator, SS Buna N Float (Length to be determined)",W137139,https://www.gemssensors.com/~/media/files/resources/na_english/catalogpages/catalog-c_xm-xt-800_alloys.pdf,Manufacturer,7.1,1,,"33"""
Fuel System,Fuel Tank #2,"Transducer, Pressure 100 IN 4-20MA",PTD25-20-0100WCH,https://cdn.automationdirect.com/static/specs/prosensetransmitters.pdf,Manufacturer,0.48,1,TBD,
Fuel System,Fuel Tank #3 Port,Fuel Tank #3 Port,Custom,,Estimate,550,1,,
Fuel System,Fuel Tank #3 Port,"1-1/4"" npt Ball Valve, Stainless Steel, FEM, 3-Piece",302F-B6666-RTTT-2S,http://www.ballvalve.com/pdf/302F%20201706V3.7.pdf,Manufacter,3.9,1,SS,"1-1/4"""
Fuel System,Fuel Tank #3 Port,"1/2"" Ball Valve, Full Port, with SS Lever",77-103-10,https://www.amronintl.com/1-2-in-ss-lever-and-nut.html,Manufacturer,0.69,1,Bronze,"1/2"""
Fuel System,Fuel Tank #3 Port,Sight Glass Valve Assembly,416-04-75CC-505-VIT,http://www.johnernst.com/liquid_level_gauges_p27.html#447,Estimate,12,1,TBD,TBD
Fuel System,Fuel Tank #3 Port,"Transducer, Pressure 100 IN 4-20MA",PTD25-20-0100WCH,https://cdn.automationdirect.com/static/specs/prosensetransmitters.pdf,Manufacturer,0.48,1,TBD,
Fuel System,Fuel Tank #3 Stbd,Fuel Tank #3 Stbd,Custom,,Estimate,550,1,,
Fuel System,Fuel Tank #3 Stbd,"1-1/4"" npt Ball Valve, Stainless Steel, FEM, 3-Piece",302F-B6666-RTTT-2S,http://www.ballvalve.com/pdf/302F%20201706V3.7.pdf,Manufacter,3.9,1,SS,"1-1/4"""
Fuel System,Fuel Tank #3 Stbd,"1/2"" Ball Valve, Full Port, with SS Lever",77-103-10,https://www.amronintl.com/1-2-in-ss-lever-and-nut.html,Manufacturer,0.69,1,Bronze,"1/2"""
Fuel System,Fuel Tank #3 Stbd,Sight Glass Valve Assembly,416-04-75CC-505-VIT,http://www.johnernst.com/liquid_level_gauges_p27.html#447,Estimate,12,1,TBD,TBD
Fuel System,Fuel Tank #3 Stbd,"Transducer, Pressure 100 IN 4-20MA",PTD25-20-0100WCH,https://cdn.automationdirect.com/static/specs/prosensetransmitters.pdf,Manufacturer,0.48,1,TBD,
Fuel System,Fuel Tank #3 Center (Service),Fuel Tank #3 Center (Service),Custom,,Estimate,1250,1,,
Fuel System,Fuel Tank #3 Center (Service),"1-1/4"" npt Ball Valve, Stainless Steel, FEM, 3-Piece",302F-B6666-RTTT-2S,http://www.ballvalve.com/pdf/302F%20201706V3.7.pdf,Manufacter,3.9,2,SS,"1-1/4"""
Fuel System,Fuel Tank #3 Center (Service),"1/2"" Ball Valve, Full Port, with SS Lever",77-103-10,https://www.amronintl.com/1-2-in-ss-lever-and-nut.html,Manufacturer,0.69,1,Bronze,"1/2"""
Fuel System,Fuel Tank #3 Center (Service),"Transducer, Pressure 100 IN 4-20MA",PTD25-20-0100WCH,https://cdn.automationdirect.com/static/specs/prosensetransmitters.pdf,Manufacturer,0.48,1,TBD,
Fuel System,Fuel Tank #3 Center (Service),Sight Glass Valve Assembly,416-04-75CC-505-VIT,http://www.johnernst.com/liquid_level_gauges_p27.html#447,Estimate,12,1,TBD,TBD
Fuel System,Diesel Exhaust Fluid Tanks (Urea),DEF Tank,Custom,,Estimate,1.94,110,,
Fuel System,Diesel Exhaust Fluid Tanks (Urea),"Transducer, Pressure 100 IN 4-20MA",PTD25-20-0100WCH,https://cdn.automationdirect.com/static/specs/prosensetransmitters.pdf,Manufacturer,0.48,1,TBD,
Fuel System,Diesel Exhaust Fluid Tanks (Urea),"1/2"" Ball Valve, Full Port, with SS Lever",77-103-10,https://www.amronintl.com/1-2-in-ss-lever-and-nut.html,Manufacturer,0.69,1,Bronze,"1/2"""
Fuel System,Diesel Exhaust Fluid Tanks (Urea),piping,,,Guess,1,30,SS,"1/2"""
Fuel System,Fuel Venting System,"Sensor, Fuel Tank Vent",OLS-10,https://www.itm.com/product/dwyer-ols-10-optical-level-switch-led-316ss-polsulfone     https://www.itm.com/product/dwyer-ols-10-optical-level-switch-led-316ss-polsulfone,Manufacturer,0.1875,1,,
Fuel System,Fuel Venting System,"3"" Check Valve, Inverted, Flanged",3-1700FAA,http://www.wagerusa.com/pages/marine/1700series.html,Estimate,15,1,TBD,"3"""
Fuel System,Fuel Venting System,"Fuel Tank Vent 3""",ProPress Stainless,,Manufacturer,2.606,30,TBD,
Fuel System,Fuel Venting System,"Fuel Tank Vent 1.5""",ProPress Stainless,,Manufacturer,1.04,88,TBD,
Fuel System,Fuel Fill System,"Deck Plate, SS",70PDPS200-DIESEL,https://catalog.hydrasearchrecreational.com/item/pipe-deck-plates-2/316-stainless-steel-pipe-deck-plates/70pdps200,Manufacturer,2.3,3,Stainless Steel,"2"""
Fuel System,Fuel Fill System,"2"" High Pressure Hose, 4000psi",772TC-32,https://www.parker.com/literature/Hose%20Products%20Division/4480_B772.pdf,Manufacturer,2.75,3,Hose,"2"""
Fuel System,Fuel Fill System,"2"" Stainless Pipe with Fuel",SS-T32-S-134-20,https://www.swagelok.com/downloads/webcatalogs/en/MS-01-181.pdf,Calc,3.609,12,SS,"2"""
Fuel System,Fuel Transfer Delivery Manifold,Welded Manifold Body,Custom,https://www.vnestainless.com/specialty-fabrications,Estimate,50,1,,
Fuel System,Fuel Transfer Delivery Manifold,"2"" Valve, 302F,Stainless Steel, 3 Piece",302F-D6666-RTTT-2S,http://www.ballvalve.com/pdf/302F%20201706V3.7.pdf,Manufacturer,9.4,1,SS,"2"""
Fuel System,Fuel Transfer Delivery Manifold,"1-1/4"" npt Ball Valve, Stainless Steel, FEM, 3-Piece",302F-B6666-RTTT-2S,http://www.ballvalve.com/pdf/302F%20201706V3.7.pdf,Manufacter,3.9,7,SS,"1-1/4"""
Fuel System,Fuel Transfer Delivery Manifold,"1-1/4"" Tee Fittings and Pipe Nipples Stainless Steel",https://www.fastenal.com/products/details/0464631?r=~%7Ccategoryl1:%22610686%20Plumbing%22%7C~%20~%7Ccategoryl2:%22610687%20Pipe%20Fittings%22%7C~%20~%7Ccategoryl3:%22610695%20Pipe%20Nipples%22%7C~%20~%7Csattr06:%5E%22Stainless%20Steel%22$%7C~%20~%7Csattr07:%5E%221-1/4%22%20M-NPT%22$%7C~%20~%7Csattr03:%5E8%22$%7C~,https://www.fastenal.com/products/details/0464197?r=~%7Ccategoryl1:%22610686%20Plumbing%22%7C~%20~%7Ccategoryl2:%22610687%20Pipe%20Fittings%22%7C~%20~%7Ccategoryl3:%22610708%20Pipe%20Tees%22%7C~%20~%7Csattr01:%5E%22Stainless%20Steel%22$%7C~%20~%7Csattr02:%5E%221-1/4%22%20F-NPT%22$%7C~,Manufacturer,43.7,1,SS 316,"1-1/4"""
Fuel System,Fuel Transfer Delivery Manifold,"1/2"" Ball Valve, Full Port, with SS Lever",77-103-10,https://www.amronintl.com/1-2-in-ss-lever-and-nut.html,Manufacturer,0.69,1,Bronze,"1/2"""
Fuel System,Fuel Transfer Delivery Manifold,Pipe Reducer 1/2 MNPT to 1/4 FNPT,,https://www.fastenal.com/products/details/0464695?r=~%7Ccategoryl1:%22610686%20Plumbing%22%7C~%20~%7Ccategoryl2:%22610687%20Pipe%20Fittings%22%7C~%20~%7Ccategoryl3:%22610689%20Pipe%20Bushings%22%7C~%20~%7Csattr01:%5E%22Stainless%20Steel%22$%7C~%20~%7Csattr02:%5E%221/4%22%20F-NPT%22$%7C~%20~%7Csattr03:%5E%221/2%22%20M-NPT%22$%7C~,Manufacturer,0.15,1,SS,
Fuel System,Fuel Transfer Delivery Manifold,"Gauge, Glycerin Filled 0-100PSI, S.S.",3795K13,https://www.mcmaster.com/#3795k13/=1dfvm8q,Manufacturer,3.5,1,SS,
Fuel System,Fuel Transfer Suction Manifold,Welded Manifold Body,Custom,https://www.vnestainless.com/specialty-fabrications,Estimate,50,1,,
Fuel System,Fuel Transfer Suction Manifold,"2"" Valve, 302F,Stainless Steel, 3 Piece",302F-D6666-RTTT-2S,http://www.ballvalve.com/pdf/302F%20201706V3.7.pdf,Manufacturer,9.4,3,SS,"2"""
Fuel System,Fuel Transfer Suction Manifold,"1-1/4"" npt Ball Valve, Stainless Steel, FEM, 3-Piece",302F-B6666-RTTT-2S,http://www.ballvalve.com/pdf/302F%20201706V3.7.pdf,Manufacter,3.9,5,SS,"1-1/4"""
Fuel System,Fuel Transfer Suction Manifold,"Pipe Plug 1-1/4""",0464279,https://www.fastenal.com/products/details/0464279?r=~%7Ccategoryl1:%22610686%20Plumbing%22%7C~%20~%7Ccategoryl2:%22610687%20Pipe%20Fittings%22%7C~%20~%7Ccategoryl3:%22610696%20Pipe%20Plugs%22%7C~%20~%7Csattr04:%5E%22Stainless%20Steel%22$%7C~%20~%7Csattr01:%5E%221-1/4%22%20M-NPT%22$%7C~,Manufacturer,0.68,1,SS 316,"1-1/4"""
Fuel System,Fuel Transfer Suction Manifold,"1/2"" Ball Valve, Full Port, with SS Lever",77-103-10,https://www.amronintl.com/1-2-in-ss-lever-and-nut.html,Manufacturer,0.69,1,Bronze,"1/2"""
Fuel System,Fuel Transfer Suction Manifold,Pipe Reducer 1/2 MNPT to 1/4 FNPT,,https://www.fastenal.com/products/details/0464695?r=~%7Ccategoryl1:%22610686%20Plumbing%22%7C~%20~%7Ccategoryl2:%22610687%20Pipe%20Fittings%22%7C~%20~%7Ccategoryl3:%22610689%20Pipe%20Bushings%22%7C~%20~%7Csattr01:%5E%22Stainless%20Steel%22$%7C~%20~%7Csattr02:%5E%221/4%22%20F-NPT%22$%7C~%20~%7Csattr03:%5E%221/2%22%20M-NPT%22$%7C~,Manufacturer,0.15,1,SS 316,
Fuel System,Fuel Transfer Suction Manifold,"Guage, Vacuum Pressure, SS 30VAC/15PSI",25-500-30/15-1/4,https://www.noshok.com/400-500-series-ss.shtml,Estimate,3.5,2,SS,"1/2"""
Fuel System,Fuel Transfer Suction Manifold,Inline Strainer,43935K586,https://www.sanicleanstrainers.com/?attachment_id=1281,Estimate,10,1,TBD,"2"""
Fire System,Fire System Forepeak,"Piping Sch80 1"" PVC",,,Calc,0.41,50,,
Fire System,Fire System Forepeak,Pipe Fittings,,,Estimate,10,1,,
Fire System,Fire System Forepeak,Spray Rings,,,Estimate,10,2,,
Fire System,Fire System Forepeak,"1"" Ball Valve, PVC",2122-010,http://www.parts.spearsmfg.com/ProductDetails.aspx?pid=60,Manufacturer,0.25,2,PVC,"1"""
Fire System,Fire System Forepeak,"1"" Motorized Ball Valve (2 Piece)",204F-10S6-M-01,http://www.ballvalve.com/product_204f.htm,Manufacturer Est.,7,1,SS,"1"""
Fire System,Fire System Lower Deck Crew Area,"Piping Seapress 2""",,,Calc,1.2,40,,
Fire System,Fire System Lower Deck Crew Area,"1-1/2"" NST Valve, Angled Shutoff",4060,"https://www.potterroemer.com/product.aspx?ProductId=124&title=Female%20x%20Male,%20Angle%20Hose%20Valve&productcategoryid=938&alias=true",Estimate,5,1,Bronze,"1-1/2"""
Fire System,Fire System Lower Deck Crew Area,"Fire Nozzle 1 1/2"" NH Dual Range",1560/20,Weight from Akron model 3721 https://www.akronbrass.com/nozzles/1-1-2-industrial-turbojet-nozzle-with-pistol-grip,Manufacturer Est.,9,1,,
Fire System,Fire System Lower Deck Crew Area,"Hose ""Rack & Reel"" 1.5"" X 50FT NST",RR15WBG,,Manufacturer,5,1,Hose,"1-1/2"""
Fire System,Fire System Lower Deck Crew Area,Fire Hose station Misc Equipment,Control station buttons and spanner wrench,,Estimate,4,1,,
Fire System,Fire System - Tank Wash,"Piping Seapress 1""",Seapress,,Manufacturer,0.74,8,,
Fire System,Fire System - Tank Wash,"1"" Ball Valve, Full Port, with SS Lever",77-105-10,http://cdn.conbraco.com/apollovalves/literature/BVPL9000PriceList_2018.pdf,Manufacturer,1.71,1,Bronze,"1"""
Fire System,Fire System - Guest Foyer,"Piping, Seapress 2"", Guest Foyer",,,Calc,1.2,38,,
Fire System,Fire System - Guest Foyer,"1-1/2"" NST Valve, Angled Shutoff",4060,"https://www.potterroemer.com/product.aspx?ProductId=124&title=Female%20x%20Male,%20Angle%20Hose%20Valve&productcategoryid=938&alias=true",Estimate,5,1,Bronze,"1-1/2"""
Fire System,Fire System - Guest Foyer,"Fire Nozzle 1 1/2"" NH Dual Range",1560/20,Weight from Akron model 3721 https://www.akronbrass.com/nozzles/1-1-2-industrial-turbojet-nozzle-with-pistol-grip,Manufacturer Est.,9,1,,
Fire System,Fire System - Guest Foyer,"Hose ""Rack & Reel"" 1.5"" X 50FT NST",RR15WBG,,Manufacturer,5,1,Hose,"1-1/2"""
Fire System,Fire System - Guest Foyer,Fire Hose station Misc Equipment,Control station buttons and spanner wrench,,Estimate,4,1,,
Fire System,Fire System Control Room,"FM 200 Piping, Control Room",,,Estimate,10,1,,
Fire System,Fire System Control Room,Miscellnaeous FM200 System Fittings,,,Estimate,6,1,,
Fire System,Fire System Control Room,DOT Tank Assembly 106 liter,,,Estimate,200,1,,
Fire System,Fire System Equipment Room,"Piping Seapress 2""",,"DOES NOT INCLUDE BILGE PIPING, SEE BILGE HEADING FOR DETAILS",Calc,1.2,18,,
Fire System,Fire System Equipment Room,"1-1/2"" NST Valve, Angled Shutoff",4060,"https://www.potterroemer.com/product.aspx?ProductId=124&title=Female%20x%20Male,%20Angle%20Hose%20Valve&productcategoryid=938&alias=true",Estimate,5,1,Bronze,"1-1/2"""
Fire System,Fire System Equipment Room,"Fire Nozzle 1 1/2"" NH Dual Range",1560/20,Weight from Akron model 3721 https://www.akronbrass.com/nozzles/1-1-2-industrial-turbojet-nozzle-with-pistol-grip,Manufacturer Est.,9,1,,
Fire System,Fire System Equipment Room,"Hose ""Rack & Reel"" 1.5"" X 50FT NST",RR15WBG,,Manufacturer,5,1,Hose,"1-1/2"""
Fire System,Fire System Equipment Room,Fire Hose station Misc Equipment,Control station buttons and spanner wrench,,Estimate,4,1,,
Fire System,Fire System Main Deck Forward,"Piping Seapress 2""",,,Calc,1.2,12,,
Fire System,Fire System Main Deck Forward,"1-1/2"" NST Valve, Angled Shutoff",4060,"https://www.potterroemer.com/product.aspx?ProductId=124&title=Female%20x%20Male,%20Angle%20Hose%20Valve&productcategoryid=938&alias=true",Estimate,5,1,Bronze,"1-1/2"""
Fire System,Fire System Main Deck Forward,"Fire Nozzle 1 1/2"" NH Dual Range",1560/20,Weight from Akron model 3721 https://www.akronbrass.com/nozzles/1-1-2-industrial-turbojet-nozzle-with-pistol-grip,Manufacturer Est.,9,1,,
Fire System,Fire System Main Deck Forward,"Hose ""Rack & Reel"" 1.5"" X 50FT NST",RR15WBG,,Manufacturer,5,1,Hose,"1-1/2"""
Fire System,Fire System Main Deck Forward,Fire Hose station Misc Equipment,Control station buttons and spanner wrench,,Estimate,4,1,,
Fire System,Fire System Main Deck Aft,"Piping Seapress 2""",,,Calc,1.2,25,,
Fire System,Fire System Main Deck Aft,"1-1/2"" NST Valve, Angled Shutoff",4060,"https://www.potterroemer.com/product.aspx?ProductId=124&title=Female%20x%20Male,%20Angle%20Hose%20Valve&productcategoryid=938&alias=true",Estimate,5,1,Bronze,"1-1/2"""
Fire System,Fire System Main Deck Aft,"Fire Nozzle 1 1/2"" NH Dual Range",1560/20,Weight from Akron model 3721 https://www.akronbrass.com/nozzles/1-1-2-industrial-turbojet-nozzle-with-pistol-grip,Manufacturer Est.,9,1,,
Fire System,Fire System Main Deck Aft,"Hose ""Rack & Reel"" 1.5"" X 50FT NST",RR15WBG,,Manufacturer,5,1,Hose,"1-1/2"""
Fire System,Fire System Main Deck Aft,Fire Hose station Misc Equipment,Control station buttons and spanner wrench,,Estimate,4,1,,
Bilge System,Bilge System Forepeak,Bilge Piping,,,Guess,10,1,,
Bilge System,Bilge System Forepeak,"2"" Motorized Ball Valve (2 Piece)",204F D6666CTTT2S,http://www.ballvalve.com/pdf/204F%20201706V3.9.pdf,Manufacturer,13,1,SS,"2"""
Bilge System,Bilge System Forepeak,"Foot Valve, 2"" 60SE Enviro Check",4105E,http://www.flomatic.com/assets/pdf_files/9005.pdf,Manufacturer,2.1,1,Bronze,"2"""
Bilge System,"Bilge System, Bilge Forward","Bilge Piping, Bilge Forward",,,Calc,38,1,,
Bilge System,"Bilge System, Bilge Forward","Foot Valve, 2"" 60SE Enviro Check",4105E,http://www.flomatic.com/assets/pdf_files/9005.pdf,Manufacturer,2.1,1,Bronze,"2"""
Bilge System,"Bilge System, Mid Bilge","Bilge Piping, Bilge Mid",,,Calc,93,1,,
Bilge System,"Bilge System, Mid Bilge","Bilge Piping, Support I-Beam, Fiberglass Series  1525 3 X 1/4""",TBD,,Manufacturer,3,7,,
Bilge System,"Bilge System, Mid Bilge","Foot Valve, 2"" 60SE Enviro Check",4105E,http://www.flomatic.com/assets/pdf_files/9005.pdf,Manufacturer,2.1,1,Bronze,"2"""
Bilge System,"Bilge System, Mid Bilge","Adaptor, 54MMX2 Seapress CXF",461 249,https://www.viega.com/en/products/Catalogue/Piping-technology/Seapress/Adapter-piecesadapter-elbows/Seapress-adapter-0312-5.html,Manufacturer,0.99,3,,
Bilge System,"Bilge System, Mid Bilge","Adapter, Schedule 80 PVC, 2"", MPT X Socket",836-020,http://www.parts.spearsmfg.com/Search.aspx?txt=836-020,Manufacturer,0.28,3,PVC,"2"""
Bilge System,"Bilge System, Engineroom","Bilge Piping, Engineroom",,,Calc,260,1,,
Bilge System,"Bilge System, Engineroom",Bilge Manifold Assembly,,,Calc,135,1,,
Bilge System,"Bilge System, Engineroom","Sea Strainer, 2"" with plastic basket",ARG-2000-P,,Manufacturer,12.65,1,,"2"""
Bilge System,"Bilge System, Engineroom","Foot Valve, 2"" 60SE Enviro Check",4105E,http://www.flomatic.com/assets/pdf_files/9005.pdf,Manufacturer,2.1,1,Bronze,"2"""
Bilge System,"Bilge System, Engineroom",MP-HHLF2.0-6.7-30G36BCT,MP-HHLF 2.0-6.7-30G36BCT,,Manufacturer,63,1,,
Bilge System,"Bilge System, Engineroom","3/4"" Pressure Relief Valve",3040-13-N-1-V 40/125,http://www.watsonmcdaniel.com/v2/pdfs2015/directoperated/3040series_BackPressureReliefValves.pdf,Manufacturer,8,1,Bronze,"3/4"""
Bilge System,"Bilge System, Engineroom","2"" Through Hull",00TH200XL,https://www.fisheriessupply.com/buck-algonquin-extra-long-thru-hulls-00th200xl,,2,1,Bronze,"2"""
Bilge System,"Bilge System, Engineroom","2"" Coupling, Fiberglass Threaded","2""",,Guess,1,1,Fiberglass,"2"""
Bilge System,"Bilge System, Engineroom","Guage, Vacuum Pressure, SS 30/100PSI",25-510-30/100-1/4-SPMC,,Guess,3.5,2,Stainless Steel,
Bilge System,"Bilge System, Engineroom","Miscellaneous Bilge System Fittings, Engineroom",,,Guess,60,1,,
Bilge System,"Bilge System, Bilge Aft","Bilge Piping, Bilge Aft",,,Calc,100,1,,
Bilge System,"Bilge System, Bilge Aft","Foot Valve, 2"" 60SE Enviro Check",4105E,http://www.flomatic.com/assets/pdf_files/9005.pdf,Manufacturer,2.1,1,Bronze,"2"""
Bilge System,"Bilge System, Bilge Aft","2"" Motorized Ball Valve (2 Piece)",204F D6666CTTT2S,http://www.ballvalve.com/pdf/204F%20201706V3.9.pdf,Manufacturer,9,1,SS,"2"""
Bilge System,"Bilge System, Bilge Aft","Adapter, 54MMX2 Seapress CXF",461 249,https://www.viega.com/en/products/Catalogue/Piping-technology/Seapress/Adapter-piecesadapter-elbows/Seapress-adapter-0312-5.html,Manufacturer,0.99,1,,
Bilge System,"Bilge System, Bilge Aft","Adapter, SCH 80 PVC, 2"", MPT X Socket",836-020,http://www.parts.spearsmfg.com/Search.aspx?txt=836-020,Manufacturer,0.28,1,PVC,"2"""
Bilge System,"Bilge System, Bilge Aft","3/4"" Pressure Relief Valve",3040-13-N-1-V 40/125,http://www.watsonmcdaniel.com/v2/pdfs2015/directoperated/3040series_BackPressureReliefValves.pdf,Manufacturer,8,1,Bronze,"3/4"""
Bilge System,"Bilge System, Bilge Aft","Sea Strainer, 2"" with plastic basket",ARG-2000-P,https://www.defender.com/product.jsp?id=3353512,Manufacturer,12.65,1,,"2"""
Bilge System,"Bilge System, Bilge Aft","Guage, Vacuum Pressure, SS 30/100PSI",25-510-30/100-1/4-SPMC,,Guess,3.5,2,,
Bilge System,"Bilge System, Bilge Aft","2"" Through Hull",00TH200XL,https://www.fisheriessupply.com/buck-algonquin-extra-long-thru-hulls-00th200xl,,2,1,Bronze,"2"""
Bilge System,"Bilge System, Bilge Aft","2"" Coupling, Fiberglass Threaded","2""",,Guess,1,1,Fiberglass,"2"""
Bilge System,"Bilge System, Bilge Aft","Miscellaneous Bilge System Fittings, Aft Bilge",,,Manufacturer,8,1,,
Bilge System,Bilge System Lazarette,"Bilge Piping, Lazarette",,,Guess,5,1,,
Bilge System,Bilge System Lazarette,"Miscellaneous Fittings & Pumps, Lazarette",,,Guess,5,1,,
Fresh Water System,Sink Fittings and Accessories,"1/2"" PEX X 1/2"" FPT,DROP EAR, PEX A",LF4235050,https://www.supplyhouse.com/Wirsbo-Uponor-LF4235050-ProPEX-LF-Drop-Ear-Brass-Elbow-1-2-PEX-x-1-2-FIP,Manufacturer,0.23,2,,
Fresh Water System,Sink Fittings and Accessories,"1/2"" Angled Stop Valve",03301 C,,Manufacturer,0.5,2,,
Fresh Water System,Sink Fittings and Accessories,"Feed Line 1/2"" X 20"" SS",PFX146304,http://proflo.com/proflo/showRecordDetail.do?R=PROD_2405305&search=true,Manufacturer,0.28,2,,
Fresh Water System,Crew Shower Fittings and Accessories,"Valve, Shower Rough In",G35026000,https://www.grohe.ca/en_ca/grohflex-universal-rough-in-box-35026000.html,Manufacturer,2.9,1,TBD,TBD
